"fr","en"
"RYa = Ya,mélange / Ya,pur, RYT = RYc + RYa","RYa = Ya,mixture / Ya,pure, RYT = RYc + RYa"
"Saisie vide : entrez une valeur par ligne.","Empty entry: enter one value per row."
"Sélectionnez une ou plusieurs variables...","Select one or more variables..."
"Silhouette non calculable sur ce résultat.","Silhouette not computable on this result."
"Taille introuvable dans la plage explorée.","Size not found within the explored range."
"Types de variables appliqués avec succès !","Variable types applied successfully!"
"4. Taille finale (ajustée pour non-réponse)","4. Final size (adjusted for non-response)"
"ACM (analyse des correspondances multiples)","MCA (multiple correspondence analysis)"
"Analyse des Correspondances Multiples (ACM)","Multiple correspondence analysis (MCA)"
"Arial Italic, Helvetica Oblique, sans-serif","Arial Italic, Helvetica Oblique, sans-serif"
"Au moins 10 lignes complètes sont requises.","At least 10 complete rows are required."
"Au moins 20 lignes complètes sont requises.","At least 20 complete rows are required."
"Au moins 30 lignes complètes sont requises.","At least 30 complete rows are required."
"Au moins deux fichiers valides sont requis.","At least two valid files are required."
"Axe X uniquement pour variables numériques.","X axis only for numeric variables."
"Ce que vous voulez retrouver dans six mois.","What you want to find again in six months."
"Certains groupes n'ont qu'une observation :","Some groups have only one observation:"
"Choisir le minimum optimisant la prédiction","Choose the minimum optimising the prediction"
"Choisissez au moins 2 variables numériques.","Choose at least 2 numeric variables."
"Choisissez au moins une variable à mesurer.","Choose at least one variable to measure."
"Considérez l'agrégation ou le regroupement.","Consider aggregation or grouping."
"Corréler une seule variable avec les autres","Correlate a single variable with the others"
"DLNM : choisissez la variable d'exposition.","DLNM: choose the exposure variable."
"Faible (< 0,20) -- accord proche du hasard.","Weak (< 0.20) -- agreement close to chance."
"Faible concentration : réponses dispersées.","Low concentration: scattered responses."
"La MANOVA montre une différence multivariée","The MANOVA shows a multivariate difference"
"La proportion exposée doit être dans ]0,1[.","The exposed proportion must lie in ]0,1[."
"La réponse doit avoir au moins 2 modalités.","The response must have at least 2 categories."
"La valeur de référence doit être un nombre.","The reference value must be a number."
"Laissez vide pour les limites automatiques.","Leave empty for automatic limits."
"Le test d'homogénéité n'est pas applicable.","The homogeneity test is not applicable."
"Légère différence -- sur-ajustement modéré.","Slight difference -- moderate overfitting."
"MANOVA paramétrique (statistique de Pillai)","Parametric MANOVA (Pillai statistic)"
"Précision moyenne : prévisions indicatives.","Average precision: indicative forecasts."
"Rechercher dans les mémos (accents ignores)","Search the memos (accents ignored)"
"Régression logistique multinomiale estimée.","Multinomial logistic regression fitted."
"Téléchargement (~600 Mo), une seule fois...","Download (~600 MB), once only..."
"Test de Bartlett significatif (p &lt; 0,05)","Bartlett's test significant (p &lt; 0.05)"
"Test du Chi² de conformité d'une proportion","Chi-square test for a proportion"
"Une seule fonction discriminante disponible","Only one discriminant function available"
"Utilise les composantes de l'ACP précédente","Uses the components of the previous PCA"
"Variables ignorées (variance nulle ou NA) :","Variables ignored (zero variance or NA):"
"Veuillez entrer au moins une valeur valide.","Please enter at least one valid value."
"Veuillez sélectionner au moins une colonne.","Please select at least one column."
"0 idéal : chaque variable communauté >= 0,40","0 ideal: each variable communality >= 0.40"
"Acceptable (0,5 - 1,0) -- séparation modérée","Acceptable (0.5 - 1.0) -- moderate separation"
"Accord faible : à peine mieux que le hasard.","Weak agreement: barely better than chance."
"ACM -- analyse des correspondances multiples","MCA -- multiple correspondence analysis"
"Analyse factorielle de données mixtes (AFDM)","Factor analysis of mixed data (FAMD)"
"Analyse Factorielle de Données Mixtes (AFDM)","Factor analysis of mixed data (FAMD)"
"Aucune feuille exploitable dans ce classeur.","No usable sheet in this workbook."
"Classification (HCPC, pré-partition k-means)","Clustering (HCPC, k-means pre-partition)"
"Double-cliquez une cellule pour la modifier.","Double-click a cell to edit it."
"Impossible de créer deux groupes équilibrés.","Cannot create two balanced groups."
"Laissez vide pour des descriptives globales.","Leave empty for overall descriptives."
"Lancez l'analyse pour afficher le graphique.","Run the analysis to display the plot."
"Les méthodes convergent sur les mêmes traits","The methods converge on the same traits"
"Malherbologie : bandes croisées (strip-plot)","Weed science: crossed strips (strip-plot)"
"Matrice MTMM (ordonnée par blocs de méthode)","MTMM matrix (ordered by method blocks)"
"Métriques de validation de la classification","Clustering validation metrics"
"Parcelle (traitement randomise dans le bloc)","Plot (treatment randomised within the block)"
"Pas assez de résidus pour le QQ-plot (n < 3)","Not enough residuals for the QQ plot (n < 3)"
"Plus bas = meilleur (comparaison de modèles)","Lower = better (model comparison)"
"Plus élevé = meilleur (à comparer au hasard)","Higher = better (to compare with chance)"
"Prévoir une série avec tendance persistante.","Forecast a series with a persistent trend."
"Principes, objectifs & conditions de la HCPC","Principles, aims & assumptions of HCPC"
"Résidus de Pearson (obs - att) / sqrt(att) :","Pearson residuals (obs - exp) / sqrt(exp):"
"Sélectionnez un mémo pour le lire en entier.","Select a memo to read it in full."
"Un classeur Excel est déplié en ses feuilles","An Excel workbook is unfolded into its sheets"
"Une interaction est significative (p < 0.05)","One interaction is significant (p < 0.05)"
"100 % attendu (critère 1 de Campbell & Fiske)","100% expected (Campbell & Fiske criterion 1)"
"Adventices : densité, recouvrement, biomasse.","Weeds: density, cover, biomass."
"Afficher les labels des individus / variables","Show individual / variable labels"
"Analyse Factorielle des Correspondances (AFC)","Correspondence analysis (CA)"
"Analyses multivariées MIXTES (quanti + quali)","MIXED multivariate analyses (quanti + quali)"
"Aucune ligne à remplir : chargez des données.","No row to fill: load data."
"Choisissez au moins deux feuilles à combiner.","Choose at least two sheets to combine."
"Choisissez au moins une variable explicative.","Choose at least one explanatory variable."
"Colonnes manquantes dans le fichier importé :","Columns missing from the imported file:"
"Déduire trait & méthode des noms de variables","Infer trait & method from the variable names"
"Évolution temporelle directe des observations","Direct time trend of the observations"
"Ex. essai clinique, 3 bras, critère principal","e.g. clinical trial, 3 arms, primary endpoint"
"Format(s) indisponible(s) sur cette machine :","Format(s) unavailable on this machine:"
"La fusion regroupe les répétitions d'une même","The merge groups the replicates of the same"
"La MANOVA conditionnelle n'est pas calculable","The conditional MANOVA is not computable"
"Les comparaisons par paires s'afficheront ici","The pairwise comparisons will appear here"
"Lignes : seuils 0,50 (orange) et 0,70 (vert).","Rows: thresholds 0.50 (orange) and 0.70 (green)."
"Plus coûteux que k-means ; k fixe à l'avance.","More costly than k-means; k fixed in advance."
"Prédit une réponse catégorielle, odds ratios.","Predicts a categorical response, odds ratios."
"Recoder une variable catégorielle ou ordinale","Recode a categorical or ordinal variable"
"Règles de décision lisibles et non linéaires.","Readable, non-linear decision rules."
"Rien à quoi rattacher ce mémo pour l'instant.","Nothing to attach this memo to yet."
"RR doit différer de 1 et le taux de base > 0.","RR must differ from 1 and the baseline rate > 0."
"Sélectionnez au moins 2 variables numériques.","Select at least 2 numeric variables."
"Série sans tendance ni saisonnalité marquées.","Series with no marked trend or seasonality."
"Tâche de CLASSIFICATION (prédire une classe).","CLASSIFICATION task (predict a class)."
"Test des signes, qui ne suppose rien de plus.","Sign test, which assumes nothing more."
"Test exact : pas d'association significative.","Exact test: no significant association."
"Valeur brute -- privilégier l'inertie ajustée","Raw value -- prefer the adjusted inertia"
"Variable cible (corrélée à toutes les autres)","Target variable (correlated with all others)"
"2 gradients d'hétérogénéité (ligne et colonne)","2 heterogeneity gradients (row and column)"
"Afficher chaque bloc en facette (avec son nom)","Show each block as a facet (with its name)"
"Afficher les labels des individus sur la carte","Show individual labels on the map"
"Afficher une légende séparée pour le Facteur 2","Show a separate legend for Factor 2"
"Au moins 2 prédicteurs numériques sont requis.","At least 2 numeric predictors are required."
"Au moins 4 variables numériques sont requises.","At least 4 numeric variables are required."
"Au moins 8 observations valides sont requises.","At least 8 valid observations are required."
"Aucun modèle LM/GLM disponible. Lancez d'abord","No LM/GLM model available. First run"
"Centroïdes des groupes & Probabilités a priori","Group centroids & prior probabilities"
"Chaque bloc équilibre par sa 1re valeur propre","Each block balanced by its 1st eigenvalue"
"Chargez des données pour lancer le diagnostic.","Load data to run the diagnostic."
"Critère 3 : validité > hétérotrait-monométhode","Criterion 3: validity > heterotrait-monomethod"
"Échantillon trop petit/grand pour Shapiro-Wilk","Sample too small/large for Shapiro-Wilk"
"Effectifs théoriques &ge; 5 par case conseille","Expected counts &ge; 5 per cell advised"
"Fréquence > 1 et au moins 2 saisons complètes.","Frequency > 1 and at least 2 complete seasons."
"HStat : packages de modélisation indisponibles","HStat: modelling packages unavailable"
"Idéal : &ge; 10 individus par paramètre estimé","Ideal: &ge; 10 individuals per estimated parameter"
"L'AFE requiert au moins 3 variables observées.","EFA requires at least 3 observed variables."
"L'ordre ci-dessous = ordre du facteur ordinal.","The order below = order of the ordinal factor."
"L'ordre des lignes = ordre du facteur ordinal.","The row order = order of the ordinal factor."
